2021/06/09 16:08:00+00,Dead River - residential canal S of US 441,Lake,Yes,Slight bloom visible. Water green/turbid but that is not unusual,28.8140523,-81.7601309,Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii,0.27 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2356/attachments/2155?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,,
2021/06/09 15:52:00+00,Lake Okeechobee - PALMOUT3,PalmBeach,Yes,Green BGA observed in low density clumps and streaks with undefined boundaries. BGA is suspended within 10cm of surface.,26.8557,-80.86814,Dominant taxon: Microcystis aeruginosa,0.64 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2361/attachments/2159?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,,
2021/06/09 15:36:59+00,Lake Eustis - NW Corner,Lake,No,Water is green/turbid but that is not unusual,28.86613,-81.744221,Dominant taxon: Microcystis aeruginosa,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,,
2021/06/09 15:36:59+00,Lake Okeechobee - PALMOUT2,Hendry,No,No visible BGA.,26.84306,-80.88908,Dominant taxon: Microcystis aeruginosa,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,,
2021/06/09 15:26:00+00,Crescent Lake - mouth of Dunns Creek (CRESLM),Putnam,No,,29.52955556,-81.55361111,mixed algae,no dominant species in sample,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,Saxitoxins: not detected,,No,
2021/06/09 15:17:59+00,Lake Okeechobee - PALMOUT1,Hendry,Yes,Green BGA observed in low density clumps and streaks with undefined boundaries. BGA is suspended within 10cm of surface.,26.83747,-80.91843,Dominant taxon: Microcystis aeruginosa,1.9,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2363/attachments/2160?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,,
2021/06/09 14:55:00+00,Lake Howell - SW corner,Seminole,Yes,,28.6368369276597,-81.3177315271133,Dominant taxon: Microcystis aeruginosa,0.60 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2345/attachments/2153?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,,
2021/06/09 14:51:00+00,Lake Okeechobee - PALMOUT,Glades,Yes,Green BGA observed in low density clumps with undefined boundaries. BGA is suspended within 10cm of surface.,26.83202,-80.9426,Dominant taxon: Microcystis aeruginosa,1.5,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2364/attachments/2161?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,,
2021/06/09 14:21:00+00,Lake Okeechobee - LZ30,PalmBeach,No,No visible BGA.,26.79735,-80.8593,Dominant taxon: Microcystis aeruginosa,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,,
2021/06/09 14:00:59+00,Lake Okeechobee - POLE3S,PalmBeach,No,No visible BGA.,26.73341,-80.84007,mixed algae,no dominant species in sample,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,
2021/06/09 13:38:00+00,Lake Okeechobee - RITTAE2,PalmBeach,No,No visible BGA.,26.72908,-80.79016,mixed algae,no dominant species in sample,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,
2021/06/09 13:21:59+00,Lake Okeechobee - LZ25A,PalmBeach,No,No visible BGA.,26.74428,-80.76919,mixed algae,no dominant species in sample,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,
2021/06/09 13:07:00+00,Lake Okeechobee - L007,PalmBeach,No,No visible BGA.,26.76999,-80.78426,mixed algae,no dominant species in sample,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,
2021/06/09 12:42:00+00,Lake Okeechobee - PELBAY3,PalmBeach,No,No visible BGA.,26.77404,-80.70829,mixed algae,no dominant species in sample,not detected,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,,No,,
2021/06/08 18:42:00+00,C51 canal - bridge at Military Trail,PalmBeach,No,No visible BGA observed upstream of bridge.,26.67707,-80.11249,mixed algae,no dominant species in sample,0.38 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),Anatoxin-a: not detected,Cylindrospermopsin: 0.23 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2341/attachments/2150?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,
2021/06/08 17:38:00+00,Lake Okeechobee - KBARSE,Okeechobee,Yes,"Medium density BGA bright green in color. No discernable boundaries BGA interspersed throughout water column. 
",27.07615,-80.80791,Dominant taxon: Microcystis aeruginosa,2,Anatoxin-a: not detected,Cylindrospermopsin: not detected,Nodularin: not detected,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2324/attachments/2134?token=_Y2gDxg4c5cLoUeZS9Mzpf2gv-KgE3mTxf4vreOZbmYjRylGvJFMG91CzaDcXjGdm3AtlDWOP8AcHidyg3MgBE4ulFbF-5zepu6E3DdXkZGdB9FsBqaD1EtclvGo1kQO6bswEF2gz4bZKC-6FAbhoef5zvbMsj8Qt6YWEhkeJJ3O03HGZYBaXqItgx3f4-ra,Yes,,,
site_visit_date,location,county,algae_observed,comments,latitude,longitude,algae_type,microcystin,other_toxin,pic_URL,toxin_present,,,,,
